ID_response,ID_study,tax_man,fd_ch_trt,tax_man_pres,tax_man_cnt,tax_man_cnt_unit,tax_man_biom,tax_man_biom_unit,tax_man_div,tax_man_div_unit,tax_resp,tax_resp_mn,tax_resp_sd,tax_resp_reps,tax_resp_cat,tax_resp_typ,tax_resp_unit,repeat_meas,n_add,p_add,other1_add,other2_add,lightman,n_rate,p_rate,other_rate,other2_rate,light_rate,other1_typ,other2_typ,elements,fert_unit,Source,note_resp
848,DSG080,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Buchloe,118.965,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
849,DSG080,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Buchloe,103,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
850,DSG081,vertebrate grazers,2,1,.,.,.,.,.,.,Andropogon-Sorghastrum,240.03,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
851,DSG081,vertebrate grazers,1,0,.,.,.,.,.,.,Andropogon-Sorghastrum,270,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
852,DSG082,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Andropogon,142,.,6,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; canopy cover; average of multiple entries by precipitation in M&L appendix
853,DSG082,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Andropogon,237,.,6,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; canopy cover; average of multiple entries by precipitation in M&L appendix
854,DSG083,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Andropogon,161,.,6,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; canopy cover; average of multiple entries by precipitation in M&L appendix
855,DSG083,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Andropogon,196,.,6,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; canopy cover; average of multiple entries by precipitation in M&L appendix
856,DSG084,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Andropogon,111.012,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
857,DSG084,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Andropogon,116,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
858,DSG085,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Andropogon,148.032,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; basal cover;
859,DSG085,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Andropogon,257,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; basal cover;
860,DSG086,vertebrate grazers,2,1,.,.,.,.,.,.,Artemisia-Stipa,83.002,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; biomass;
861,DSG086,vertebrate grazers,1,0,.,.,.,.,.,.,Artemisia-Stipa,94,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; biomass;
862,DSG087,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Buchloe,64,.,3,biomass,ANPP,g/m2/yr,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; density; average of multiple entries in M&L appendix
863,DSG087,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Buchloe,76,.,3,biomass,ANPP,g/m2/yr,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; density; average of multiple entries in M&L appendix
864,DSG088,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Buchloe,89.985,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
865,DSG088,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Buchloe,105,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
866,DSG089,vertebrate grazers,2,1,.,.,.,.,.,.,Bouteloua-Buchloe,45,.,2,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; density; average of multiple entries in M&L appendix
867,DSG089,vertebrate grazers,1,0,.,.,.,.,.,.,Bouteloua-Buchloe,65,.,2,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; density; average of multiple entries in M&L appendix
868,DSG090,vertebrate grazers,2,1,.,.,.,.,.,.,Salix-Poa-Carex,121.946,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,mountain; canopy cover;
869,DSG090,vertebrate grazers,1,0,.,.,.,.,.,.,Salix-Poa-Carex,241,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,mountain; canopy cover;
870,DSG091,vertebrate grazers,2,1,.,.,.,.,.,.,Andropogon-Stipa,251.034,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; density;
871,DSG091,vertebrate grazers,1,0,.,.,.,.,.,.,Andropogon-Stipa,258,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; density;
872,DSG092,vertebrate grazers,2,1,.,.,.,.,.,.,Andropogon-Koeleria,208,.,2,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; freq; average of multiple entries in M&L appendix
873,DSG092,vertebrate grazers,1,0,.,.,.,.,.,.,Andropogon-Koeleria,500,.,2,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; freq; average of multiple entries in M&L appendix
874,DSG093,vertebrate grazers,2,1,.,.,.,.,.,.,Agropyron-Buchloe,103.976,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
875,DSG093,vertebrate grazers,1,0,.,.,.,.,.,.,Agropyron-Buchloe,164,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
876,DSG094,sheep,2,1,.,.,.,.,.,.,Artemisia-Stipa,64.962,.,.,biomass,ANPP,g/m2/yr,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; biomass;
877,DSG094,sheep,1,0,.,.,.,.,.,.,Artemisia-Stipa,81,.,.,biomass,ANPP,g/m2/yr,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; biomass;
878,DSG095,cattle,2,1,.,.,.,.,.,.,Artemisia-Stipa,98.031,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; freq;
879,DSG095,cattle,1,0,.,.,.,.,.,.,Artemisia-Stipa,123,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; freq;
880,DSG096,vertebrate grazers,2,1,.,.,.,.,.,.,Stipa-Bouteloua,68,.,5,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass; average of multiple entries in M&L appendix
881,DSG096,vertebrate grazers,1,0,.,.,.,.,.,.,Stipa-Bouteloua,102,.,5,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass; average of multiple entries in M&L appendix
882,DSG097,vertebrate grazers,2,1,.,.,.,.,.,.,Poa-Carex,190,.,10,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass; average of multiple entries in M&L appendix
883,DSG097,vertebrate grazers,1,0,.,.,.,.,.,.,Poa-Carex,186,.,10,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass; average of multiple entries in M&L appendix
884,DSG098,vertebrate grazers,2,1,.,.,.,.,.,.,Festuca-Agropyron,186.93,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
885,DSG098,vertebrate grazers,1,0,.,.,.,.,.,.,Festuca-Agropyron,201,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
886,DSG099,vertebrate grazers,2,1,.,.,.,.,.,.,Stipa-Agropyron,219.964,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
887,DSG099,vertebrate grazers,1,0,.,.,.,.,.,.,Stipa-Agropyron,254,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
888,DSG100,vertebrate grazers,2,1,.,.,.,.,.,.,Poa-Achillea,332,.,4,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,mountain; freq; average of multiple entries in M&L appendix
889,DSG100,vertebrate grazers,1,0,.,.,.,.,.,.,Poa-Achillea,368,.,4,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,mountain; freq; average of multiple entries in M&L appendix
890,DSG101,vertebrate grazers,2,1,.,.,.,.,.,.,Calamagrostis-Carex,47.016,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,forest; freq;
891,DSG101,vertebrate grazers,1,0,.,.,.,.,.,.,Calamagrostis-Carex,72,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,forest; freq;
892,DSG102,sheep,2,1,.,.,.,.,.,.,Agropyron-Koeleria,66.008,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; basal cover;
893,DSG102,sheep,1,0,.,.,.,.,.,.,Agropyron-Koeleria,74,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; basal cover;
894,DSG103,vertebrate grazers,2,1,.,.,.,.,.,.,Poa-Carex,212.04,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; basal cover;
895,DSG103,vertebrate grazers,1,0,.,.,.,.,.,.,Poa-Carex,248,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; basal cover;
896,DSG104,vertebrate grazers,2,1,.,.,.,.,.,.,Agropyron-Bouteloua,175,.,4,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass; average of multiple entries in M&L appendix
897,DSG104,vertebrate grazers,1,0,.,.,.,.,.,.,Agropyron-Bouteloua,189,.,4,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass; average of multiple entries in M&L appendix
898,DSG105,vertebrate grazers,2,1,.,.,.,.,.,.,Festuca-Agropyron,89.984,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
899,DSG105,vertebrate grazers,1,0,.,.,.,.,.,.,Festuca-Agropyron,152,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,grassland; biomass;
900,DSG106,vertebrate grazers,2,1,.,.,.,.,.,.,Stipa-Poa,103.402,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; canopy cover;
901,DSG106,vertebrate grazers,1,0,.,.,.,.,.,.,Stipa-Poa,97,.,.,biomass,ANPP,g/m2/yr,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,appendix in Milchunas & Laurenroth 1993,shrubland; canopy cover;
902,EEC001,.,1,.,.,.,.,.,.,.,periphyton,408.742,123.7604693,6,biomass,biomass,microg/cm2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig5,.
903,EEC001,.,1,.,.,.,.,.,.,.,periphyton,379.779,61.88023463,6,biomass,biomass,microg/cm2,0,1,0,0,.,.,196.4285714,0,0,.,.,.,.,NO,microM,Fig5,.
904,EEC001,.,1,.,.,.,.,.,.,.,periphyton,224.503,211.4240329,6,biomass,biomass,microg/cm2,0,0,1,0,.,.,0,10.36486923,10.36486923,.,.,K,.,P K,microM,Fig5,.
905,EEC001,.,1,.,.,.,.,.,.,.,periphyton,726.052,97.97714022,6,biomass,biomass,microg/cm2,0,1,1,0,.,.,200,3.874717469,3.874717469,.,.,K,.,NO P K,microM,Fig5,.
906,EEC001,.,1,.,.,.,.,.,.,.,periphyton,0.583301,0.205187632,6,biomass,chlorophyll,microg/cm2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig5,.
907,EEC001,.,1,.,.,.,.,.,.,.,periphyton,0.997094,0.205185183,6,biomass,chlorophyll,microg/cm2,0,1,0,0,.,.,196.4285714,0,0,.,.,.,.,NO,microM,Fig5,.
908,EEC001,.,1,.,.,.,.,.,.,.,periphyton,0.615098,0.205187632,6,biomass,chlorophyll,microg/cm2,0,0,1,0,.,.,0,10.36486923,10.36486923,.,.,K,.,P K,microM,Fig5,.
909,EEC001,.,1,.,.,.,.,.,.,.,periphyton,6.47377,1.744085687,6,biomass,chlorophyll,microg/cm2,0,1,1,0,.,.,200,3.874717469,3.874717469,.,.,K,.,NO P K,microM,Fig5,.
910,EEC002,.,1,.,.,.,.,.,.,.,periphyton,669.474,32.81803268,3,biomass,biomass,microg/cm2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig5,.
911,EEC002,.,1,.,.,.,.,.,.,.,periphyton,517.895,284.4209291,3,biomass,biomass,microg/cm2,0,1,0,0,.,.,4.428571429,0,0,.,.,.,.,NO,microM,Fig5,.
912,EEC002,.,1,.,.,.,.,.,.,.,periphyton,669.474,43.75679955,3,biomass,biomass,microg/cm2,0,0,1,0,.,.,0,0.548918308,0.548918308,.,.,K,.,P K,microM,Fig5,.
913,EEC002,.,1,.,.,.,.,.,.,.,periphyton,2096.84,448.5145566,3,biomass,biomass,microg/cm2,0,1,1,0,.,.,4.428571429,0.548918308,0.548918308,.,.,K,.,NO P K,microM,Fig5,.
914,EEC002,.,1,.,.,.,.,.,.,.,periphyton,1.23423,0.315735542,3,biomass,chlorophyll,microg/cm2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig5,.
915,EEC002,.,1,.,.,.,.,.,.,.,periphyton,1.59007,0.694612996,3,biomass,chlorophyll,microg/cm2,0,1,0,0,.,.,4.428571429,0,0,.,.,.,.,NO,microM,Fig5,.
916,EEC002,.,1,.,.,.,.,.,.,.,periphyton,1.36259,0.252584969,3,biomass,chlorophyll,microg/cm2,0,0,1,0,.,.,0,0.548918308,0.548918308,.,.,K,.,P K,microM,Fig5,.
917,EEC002,.,1,.,.,.,.,.,.,.,periphyton,12.5098,0.442019366,3,biomass,chlorophyll,microg/cm2,0,1,1,0,.,.,4.428571429,0.548918308,0.548918308,.,.,K,.,NO P K,microM,Fig5,.
918,EEC003,.,1,.,.,.,.,.,.,.,periphyton,8.4,1.175755077,6,biomass,chlorophyll,mg/m2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig2,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
919,EEC003,.,1,.,.,.,.,.,.,.,periphyton,25.2,6.76059169,6,biomass,chlorophyll,mg/m2,0,1,0,0,.,.,3000,0,0,.,.,.,.,NO,microM,Fig2,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
920,EEC004,.,1,.,.,.,.,.,.,.,periphyton,198.648,80.19996841,6,biomass,NPP,mgO2*m-2*hr-1,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
921,EEC004,.,1,.,.,.,.,.,.,.,periphyton,221.089,118.2429936,6,biomass,NPP,mgO2*m-2*hr-1,0,1,0,0,.,.,3000,0,0,.,.,.,.,NO,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
922,EEC004,.,1,.,.,.,.,.,.,.,periphyton,464.175,101.3500876,6,biomass,NPP,mgO2*m-2*hr-1,0,0,1,0,.,.,0,100,0,.,.,.,.,P,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
923,EEC004,.,1,.,.,.,.,.,.,.,periphyton,465.869,101.3500876,6,biomass,NPP,mgO2*m-2*hr-1,0,1,1,0,.,.,3000,100,0,.,.,.,.,NO P,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
924,EEC004,.,1,.,.,.,.,.,.,.,periphyton,4.25283,1.679431405,6,biomass,chlorophyll,mg/m2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
925,EEC004,.,1,.,.,.,.,.,.,.,periphyton,4.88067,1.679431405,6,biomass,chlorophyll,mg/m2,0,1,0,0,.,.,3000,0,0,.,.,.,.,NO,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
926,EEC004,.,1,.,.,.,.,.,.,.,periphyton,24.8774,4.828434181,6,biomass,chlorophyll,mg/m2,0,0,1,0,.,.,0,100,0,.,.,.,.,P,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
927,EEC004,.,1,.,.,.,.,.,.,.,periphyton,26.8765,3.35886281,6,biomass,chlorophyll,mg/m2,0,1,1,0,.,.,3000,100,0,.,.,.,.,NO P,microM,Fig3,note: actual fertilization rates were not measured - these are rates of N and P leaching on day 11
928,EEC005,.,1,.,.,.,.,.,.,.,periphyton,36.0811,31.77723043,6,biomass,chlorophyll,mg/m2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig4,.
929,EEC005,.,1,.,.,.,.,.,.,.,periphyton,38.9189,50.64491507,6,biomass,chlorophyll,mg/m2,0,1,0,0,.,.,228.5714286,0,0,.,.,.,.,NO,microM,Fig4,.
930,EEC005,.,1,.,.,.,.,.,.,.,periphyton,98.5135,59.08585673,6,biomass,chlorophyll,mg/m2,0,0,1,0,.,.,0,109.7836616,0,.,.,.,.,P,microM,Fig4,.
931,EEC005,.,1,.,.,.,.,.,.,.,periphyton,115.946,55.11400911,6,biomass,chlorophyll,mg/m2,0,1,1,0,.,.,228.5714286,109.7836616,0,.,.,.,.,NO P,microM,Fig4,.
932,EEC005,.,1,.,.,.,.,.,.,.,periphyton,26.1745,23.67297114,6,biomass,AFDM,g/m2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig4,.
933,EEC005,.,1,.,.,.,.,.,.,.,periphyton,18.1208,21.20702083,6,biomass,AFDM,g/m2,0,1,0,0,.,.,228.5714286,0,0,.,.,.,.,NO,microM,Fig4,.
934,EEC005,.,1,.,.,.,.,.,.,.,periphyton,33.0201,22.19335687,6,biomass,AFDM,g/m2,0,0,1,0,.,.,0,109.7836616,0,.,.,.,.,P,microM,Fig4,.
935,EEC005,.,1,.,.,.,.,.,.,.,periphyton,27.9866,16.2751447,6,biomass,AFDM,g/m2,0,1,1,0,.,.,228.5714286,109.7836616,0,.,.,.,.,NO P,microM,Fig4,.
936,EEC005,.,1,.,.,.,.,.,.,.,periphyton,438.926,537.5735922,6,biomass,NPP,mgO2*m-2*hr-1,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Fig4,.
937,EEC005,.,1,.,.,.,.,.,.,.,periphyton,382.55,438.9363145,6,biomass,NPP,mgO2*m-2*hr-1,0,1,0,0,.,.,228.5714286,0,0,.,.,.,.,NO,microM,Fig4,.
938,EEC005,.,1,.,.,.,.,.,.,.,periphyton,1014.77,290.9785608,6,biomass,NPP,mgO2*m-2*hr-1,0,0,1,0,.,.,0,109.7836616,0,.,.,.,.,P,microM,Fig4,.
939,EEC005,.,1,.,.,.,.,.,.,.,periphyton,1252.35,789.0933227,6,biomass,NPP,mgO2*m-2*hr-1,0,1,1,0,.,.,228.5714286,109.7836616,0,.,.,.,.,NO P,microM,Fig4,.
940,EEC006,.,1,.,.,.,.,.,.,.,periphyton,109.2,10.8,9,biomass,chlorophyll,mg/m2,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Table3,.
941,EEC006,.,1,.,.,.,.,.,.,.,periphyton,137.1,10.17,9,biomass,chlorophyll,mg/m2,0,1,0,0,.,.,150,0,0,.,.,.,.,NH NO,microM,Table3,.
942,EEC006,.,1,.,.,.,.,.,.,.,periphyton,677.3,48.6,9,biomass,NPP,mgO2*m-2*hr-1,0,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Table3,.
943,EEC006,.,1,.,.,.,.,.,.,.,periphyton,737.1,305.7,9,biomass,NPP,mgO2*m-2*hr-1,0,1,0,0,.,.,150,0,0,.,.,.,.,NH NO,microM,Table3,.
944,EEC007,.,1,.,.,.,.,.,.,.,periphyton,2.924166667,0.597653873,12,biomass,chlorophyll,mg/m2,1,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher -
945,EEC007,.,1,.,.,.,.,.,.,.,periphyton,3.116666667,0.58397281,12,biomass,chlorophyll,mg/m2,1,1,0,0,.,.,3000,0,0,.,.,.,.,NO,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
946,EEC007,.,1,.,.,.,.,.,.,.,periphyton,3.79,0.705008059,12,biomass,chlorophyll,mg/m2,1,1,1,0,.,.,3000,500,0,.,.,.,.,NO P,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
947,EEC007,.,1,.,.,.,.,.,.,.,periphyton,3.276666667,0.584750659,12,biomass,chlorophyll,mg/m2,1,0,1,0,.,.,0,500,0,.,.,.,.,P,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
948,EEC008,.,1,.,.,.,.,.,.,.,periphyton,2.821666667,0.6374642,12,biomass,chlorophyll,mg/m2,1,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
949,EEC008,.,1,.,.,.,.,.,.,.,periphyton,2.890833333,0.729650705,12,biomass,chlorophyll,mg/m2,1,1,0,0,.,.,3000,0,0,.,.,.,.,NO,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
950,EEC008,.,1,.,.,.,.,.,.,.,periphyton,3.820833333,0.802172712,12,biomass,chlorophyll,mg/m2,1,1,1,0,.,.,3000,500,0,.,.,.,.,NO P,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
951,EEC008,.,1,.,.,.,.,.,.,.,periphyton,2.838333333,0.870912096,12,biomass,chlorophyll,mg/m2,1,0,1,0,.,.,0,500,0,.,.,.,.,P,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
952,EEC009,.,1,.,.,.,.,.,.,.,periphyton,2.989166667,0.485188967,12,biomass,chlorophyll,mg/m2,1,0,0,0,.,.,0,0,0,.,.,.,.,.,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
953,EEC009,.,1,.,.,.,.,.,.,.,periphyton,3.095833333,0.359784237,12,biomass,chlorophyll,mg/m2,1,1,0,0,.,.,3000,0,0,.,.,.,.,NO,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
954,EEC009,.,1,.,.,.,.,.,.,.,periphyton,3.88,0.571186962,12,biomass,chlorophyll,mg/m2,1,1,1,0,.,.,3000,500,0,.,.,.,.,NO P,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
955,EEC009,.,1,.,.,.,.,.,.,.,periphyton,3.176666667,0.433177128,12,biomass,chlorophyll,mg/m2,1,0,1,0,.,.,0,500,0,.,.,.,.,P,microM,Table1 - responses are the means and sds of then12 weeks of data presented for each stream (6 samples each week),note - amount of fertilization was not determined - n_rate and p_rate are guesses based on similar treatments in Grimm&Fisher
