Chla_Mean,Chla_SE,LRR_Mean,LRR_Var,Trt,Temp,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Canopy_Quant
6.8,2.3,-0.757226037,0.198303233,NP,12.1,4.1,133.9,140.3,,16.6,,20.8,
17.4,3.1,-0.416893804,0.046433692,NP,18.2,9.6,533.3,547.8,,38,,36,
7.8,3.6,-0.995149307,0.296596287,NP,19.2,16.7,369.9,390,,12.7,,72.4,
8.4,3.8,-0.451985124,0.336879931,NP,13.5,8.4,228.6,238.8,,22.9,,23.6,
8.8,3.8,0.186877373,0.390820479,NP,19.8,20.5,791.3,817,,15.4,,123.9,
15.7,4.2,-0.519703298,0.086257148,NP,18.2,9.6,533.3,547.8,,38,,36,
12.7,4.5,-0.359819601,0.207182904,NP,19.8,20.5,791.3,817,,15.4,,123.9,
19.3,6.4,0.058683502,0.191595337,NP,19.8,20.5,791.3,817,,15.4,,123.9,
2.8,0.4,-0.101782694,0.029773408,NP,,,,,,,,,
6.5,0.7,0.149035579,0.032005796,NP,,,,,,,,,
7.7,1.6,0.606135804,0.052247896,NP,,,,,,,,,
6,2.1,0.310154928,0.130764463,NP,10,,,,,,,,
19.3,2.8,0.483566696,0.02676748,NP,,,,,,,,,
49.4,3.8,2.075401132,0.081099262,NP,9.5,,,,,,,,
45.3,4,0.385792343,0.013868779,NP,,,,,,,,,
53.3,15.2,0.931413893,0.186179234,NP,9.5,,,,,,,,
86.8,15.5,1.954007359,0.083708761,NP,9,,,,,,,,
47.8,17.9,2.408410617,0.278686232,NP,9,,,,,,,,
54.8,19.7,1.28899545,0.508557846,NP,9,,,,,,,,
,,,,NP,,,,,,,,,
6.8,0.3,1.734601055,0.029724145,NP,9.5,,,,,,,,
0.9,0.5,-0.575364145,0.406298225,NP,5,,,,,,,,
26.9,1.1,0.727176929,0.014985781,NP,5,,,,,,,,
4.1,2.4,-0.070617567,0.361248224,NP,9.5,,,,,,,,
3.1,2.5,-0.626455806,0.657795833,NP,5,,,,,,,,
29.8,3,1.785070481,0.020134679,NP,8.5,,,,,,,,
23.9,4,2.010727649,0.052424777,NP,8.5,,,,,,,,
50,5,1.897119985,0.121111111,NP,11,,,,,,,,
15.9,5.6,2.124465223,0.59218977,NP,9,,,,,,,,
47,6,2.346070205,0.028642646,NP,13,,,,,,,,
73.7,6.5,1.668113959,0.040126648,NP,5,,,,,,,,
37.5,7.1,2.316008113,0.054108616,NP,9.5,,,,,,,,
43,10.1,2.350213142,0.555467804,NP,8,,,,,,,,
35,11.5,1.415281898,0.232526658,NP,11,,,,,,,,
52.9,14.7,2.582108978,0.139718849,NP,8.5,,,,,,,,
62.9,16.1,2.947623695,0.088473307,NP,9.5,,,,,,,,
49.2,27.9,1.993786097,0.365234267,NP,8,,,,,,,,
47.9,42.4,2.259677592,0.959939123,NP,9,,,,,,,,
1.7,0.6,0.268263987,0.503265699,NP,9.5,,885.32,,,3.1,,,
3.9,0.8,-0.343771539,0.063234605,NP,11,,442.66,,,3.1,,,
12.8,0.9,0.960209966,0.075331186,NP,12.5,,442.66,,,3.1,,,
13.4,1.5,-0.375159759,0.016317613,NP,15,,9295.86,,,34,,,
8,1.6,0.119346758,0.068565761,NP,15,,1770.64,,,3.1,,,
45.3,1.9,1.085454204,0.008978628,NP,15,,442.66,,,3.1,,,
15.5,2.8,0.725937003,0.041343785,NP,13.5,,885.32,,,3.1,,,
3.51,0.01,0.431440595,0.019706486,NP,16.1,5.1,12,,,5.1,,7.7,
4.54,0.03,0.237564212,0.002298588,NP,18.6,15.3,17.3,,,8.3,,8.7,
4.32,0.05,0.242425481,0.001386994,NP,17.9,8,2.9,,,3.1,,4,
4.31,0.05,0.300916987,0.000488352,NP,13.7,8,9.5,,,5.9,,10.2,
4.43,0.06,0.180066764,0.000541366,NP,17.5,8.3,15.5,,,8.3,,7.1,
4.63,0.06,0.176721714,0.000407067,NP,16.9,8.6,14.7,,,6.6,,7.3,
3.98,0.07,0.160451898,0.000448562,NP,19,16.4,16.4,,,11.7,,5.7,
4.43,0.09,0.444595532,0.001206234,NP,17.4,2.2,23.9,,,10.4,,22.3,
4.45,0.09,0.302016531,0.004880543,NP,16.1,2.1,7.8,,,2.1,,3.2,
3.68,0.11,0.666335923,0.013239169,NP,9.8,17.1,9,,,5.1,,11.1,
4.53,0.11,0.235359139,0.001089003,NP,18.7,15.4,13.6,,,6.9,,8.7,
4.56,0.13,0.281851152,0.001835262,NP,18.2,1.9,8.6,,,5.3,,5.3,
3.21,0.13,0.519167695,0.004956919,NP,13,12.4,8.8,,,2.1,,10,
4.51,0.14,0.371674427,0.002214635,NP,18.2,2.6,9.8,,,7.4,,4,
3.69,0.14,0.126971462,0.003295094,NP,16,6.1,11.5,,,7.7,,7.2,
4.02,0.15,0.431931681,0.003506178,NP,13.9,11.5,12.6,,,3.8,,13.4,
3.38,0.15,0.217243829,0.006848902,NP,0,14.4,11,,,5.3,,10.3,
3.67,0.16,0.348533786,0.004420017,NP,10.3,9,10,,,3,,8.1,
3.82,0.19,0.196027623,0.005070345,NP,17,9.3,15.3,,,8.4,,8,
4.24,0.19,0.49677387,0.008017309,NP,11.1,11.1,5.1,,,3.5,,10.1,
4.2,0.2,0.339811138,0.007200404,NP,17,12.3,10,,,8.7,,4.8,
2.99,0.21,0.21980465,0.012589081,NP,4,13.1,8.5,,,4.5,,8.9,
3.37,0.21,0.352022789,0.007372571,NP,4.2,15.4,,,,5.1,,12.8,
2.9,0.22,0.276253377,0.00676745,NP,5,8.4,8.4,,,3.5,,8.9,
2.96,0.22,0.226527649,0.023909627,NP,0,13.6,16.9,,,5.9,,11.5,
3.82,0.24,0.261840841,0.013677002,NP,10.5,2.8,7.2,,,6.1,,3.7,
3.38,0.25,0.170556715,0.015824702,NP,2.7,10.6,14.6,,,4.4,,14.7,
3.7,0.26,0.278713402,0.006481278,NP,16.2,5.1,15.1,,,10.1,,6.9,
4.21,0.37,0.422231968,0.011977255,NP,10.1,10.6,7.7,,,1.8,,13.9,
3.57,0.42,0.150888034,0.015633953,NP,17.5,6,19.6,,,8,,3.9,
22,1.8,-0.352575644,0.021433571,P,29.13,,,,,,,18.07,0
23.7,2.5,-0.049392755,0.032030023,P,30.4,,,,,,,17.61,14.97
73.8,5.3,-0.073139637,0.007100597,P,28.55,,,,,,,17.75,41.49
44.7,3,-0.355779689,0.013348554,P,29.45,,,,,,,22.64,22.33
60,3.5,-0.064538521,0.005748969,P,30.39,,,,,,,16.19,38.36
49.1,3.8,-0.159663533,0.008027207,P,30.73,,,,,,,22.5,3.76
27.5,2.4,-0.460871146,0.009320931,P,28.93,,,,,,,19.27,8.85
22.5,2.8,-0.163629424,0.040605679,P,30.74,,,,,,,21.62,1.03
45.9,6.5,-0.197099263,0.03805511,P,32.4,,,,,,,17.2,27.03
35,3.5,-0.612866349,0.016479502,P,30.41,,,,,,,21.8,6.96
32.9,2.8,-0.744972248,0.010916191,P,28.66,,,,,,,14.56,18.62
34.2,2.8,-0.487754503,0.0183065,P,29.48,,,,,,,15.87,1.48
38.5,3.2,-0.520647362,0.010168685,P,27.13,,,,,,,19.34,38.04
75.4,7.7,0.119608308,0.016014737,P,31.52,,,,,,,18.44,2.72
68.7,3.4,-0.247587615,0.00542452,P,29.43,,,,,,,17.11,52.18
46.7,4,-0.577503183,0.010948002,P,28.41,,,,,,,21.73,21.29
48.7,9.8,-0.280986194,0.043784999,P,29.4,,,,,,,22.47,19.14
51.9,6.8,0.341107239,0.045397838,P,29.1,,,,,,,23.51,14.06
23.7,2.9,-0.647831984,0.019962706,P,,,,29.9,0.424,43.2,64.9,14.5,
1477.3,102.2,-0.374181405,0.047370479,P,,,,508.1,1.824,94.1,118,34.2,15.8
51.5,24.9,-0.690230309,0.24305999,P,,,,208,0.79,107.3,136.6,12.8,37.2
30.5,1.1,-0.68160542,0.004295701,P,,,,599.9,1.278,176.8,247.7,11.4,73.6
71.5,14.3,-0.363087903,0.049652871,P,,,,4090.6,4.49,308,371.8,26.7,40
31.2,1.1,-1.250011935,0.009507477,P,,,,3270.3,3.537,319.7,398,19.7,66
0.44,0.028460499,0.257829109,0.011190805,P,23.2,148,27,,,9,,428,
0.53,0.063245553,0.099090903,0.028302443,P,22.35,371,167,,,27,,131,
2.16,0.474341649,0.27541198,0.057152287,P,18.8,289.5,57,,,15,,60,
4.57,0.588183645,-0.038631413,0.025883638,P,20.35,576,29,,,54,,89,
2.43,0.234008547,0.090384061,0.016336798,P,20.2,798.5,30,,,22,,55,
3.55,0.354175098,0.281130809,0.017995461,P,18.2,194,25,,,15,,52,
6.47,0.237170825,1.087851232,0.003921381,P,16.6,67,17,,,13,,13,
2.85,0.464854816,-0.14356857,0.0552215,P,18.5,388.5,27,,,26,,104,
1.5,0.132815662,0.083381609,0.012886209,P,21.5,161,25,,,34,,28,
10.74,1.533704665,0.404069434,0.03652688,P,18.5,388.5,27,,,26,,104,
23.17,0.733648417,0.214869717,0.003843142,P,20.2,798.5,30,,,22,,55,
4.45,0.205548048,1.107641695,0.011504664,P,16.6,67,17,,,13,,13,
22.92,1.116284014,0.214779846,0.008669442,P,18.2,194,25,,,15,,52,
20.09,0.610319588,0.064770836,0.008519759,P,20.35,576,29,,,54,,89,
34.24,1.23012601,-0.032752137,0.00228057,P,18.8,289.5,57,,,15,,60,
6.6,0.502802148,0.0936449,0.011867933,P,21.5,161,25,,,34,,28,
15.77,1.732928158,0.351164293,0.032365855,P,23.2,148,27,,,9,,428,
55.38,2.615203625,2.304030702,0.010496926,P,22.35,371,167,,,27,,131,
1.2,0.04,0.538996501,0.006213152,P,,14.69,,,,0.48,,,
,,,,P,10.2,1.8,2.3,,,0.05,,,
,,,,P,10.2,0.93,1.4,,,0.85,,,
,,,,P,10.2,0.93,1.4,,,0.85,,,
,,,,P,10.2,1.8,2.3,,,0.05,,,
,,,,P,10.2,0.93,1.4,,,0.85,,,
,,,,P,10.2,1.8,2.3,,,0.05,,,
46,9.8,0.496436886,0.064788034,P,18.6,5,70,,176.7,,,,
135.7,9.5,-0.027618034,0.01181564,P,3.2,5.7,126.7,,226.7,4.2,,,
770.1,8.15,2.880679881,0.006864884,P,17.8,,,,1.77,,21,,54
30.4,4.35,-0.152269212,0.082975351,P,11.9,,,,4.76,,35,,44
39.6,8.15,-0.164915046,0.101425741,P,13.8,,,,0.895,,61,,72
,,,,P,8.53,,,,,,,,12
,,,,P,8.53,,,,,,,,12
,,,,P,8.53,,,,,,,,12
,,,,P,8.53,,,,,,,,12
,,,,P,9.65,,3410,,,3.9,,,13.5
,,,,P,9.65,,3410,,,3.9,,,13.5
,,,,P,9.65,,3410,,,3.9,,,13.5
,,,,P,9.65,,3410,,,3.9,,,13.5
7,4,1.683545885,0.421205168,P,,,,6.9,0.09,2.5,6.25,25,
2.3,0.6,-0.083381609,0.10805293,P,,,,23.1,0.5,30.8,62.15,20.5,
0.1,0.01,-0.693147181,0.0025,P,15,6.3,186.4,,,9.8,,,86.3
1.3,0.1,0.619039208,0.026325323,P,1,14.6,239.4,,,6.2,,,60.3
0.59,0.2,0,0.229819018,P,1,14.6,239.4,,,6.2,,,60.3
3.3,0.8,-0.597837001,0.065713958,P,3.1,4.3,308.2,,,3.5,,,36.8
0.5,0.3,-0.955511445,0.383668639,P,11.7,5.1,131.4,,,6.7,,,87
1.9,0.4,0.459532329,0.072099107,P,6.9,6.2,79.2,,,6.4,,,46.6
2.3,0.2,-0.231801614,0.083661318,P,15,6.3,186.4,,,9.8,,,86.3
1.8,0.5,-0.287682072,0.104938272,P,3.1,4.3,308.2,,,3.5,,,36.8
2.6,0.4,0,0.060650888,P,2.5,8.1,170.6,,,2.2,,,54.5
7.4,1.1,-0.866418902,0.024711348,P,9.6,3.6,263.3,,,5.6,,,33.1
2.6,0.8,-0.78495473,0.163926634,P,2.5,8.1,170.6,,,2.2,,,54.5
2.3,0.7,0.737598943,0.224859004,P,11.7,5.8,627.9,,,6.6,,,85.3
4.1,1.9,-0.534923175,0.235161286,P,6.5,3.8,164.9,,,4.8,,,42
14,3.5,0.487295126,0.065880206,P,11.7,5.8,627.9,,,6.6,,,85.3
10.3,2.4,0.06001801,0.149946622,P,11.7,5.1,131.4,,,6.7,,,87
27.7,2.5,0.164431992,0.02234202,P,9.6,3.6,263.3,,,5.6,,,33.1
3,1.8,-0.15415068,0.441632653,P,6.9,6.2,79.2,,,6.4,,,46.6
10.1,3.1,0.723300219,0.175839103,P,6.5,3.8,164.9,,,4.8,,,42
0.1,0.4,-2.564949357,16.21301775,P,17.8,,486.926,,,10,,25,
90.8,0.6,0.329667249,0.000128091,P,18,,5311.92,,,250,,11,
65.3,16.4,-0.034615947,0.071218251,P,17.5,,250,,,10,,,
91.4,38.6,0.680103517,0.195711659,P,17.5,,250,,,10,,,
93.9,129.6,0.858363474,1.939498944,P,17.5,,250,,,10,,,
50.5,4,0.160773221,0.015365295,P,17.5,,250,,,10,,,
56.1,4.3,0.099239458,0.010897055,P,17.5,,250,,,10,,,
107.6,20.4,0.218276234,0.063274791,P,17.5,,250,,,10,,,
1.2,1,-0.080042708,0.907462196,P,17.8,,486.926,,,10,,25,
75.7,0.6,0.147786124,0.000147248,P,18,,5311.92,,,250,,11,
12.2,2.7,-0.575876309,0.063334563,P,21.1,7,0,13,0.07,4.9,4.4,20.3,86.5
56.3,2.6,0.513196698,0.008085029,P,24.5,13.7,0,21.1,0.11,4.4,6.1,25.5,48.3
73,2.8,-0.136779536,0.01874287,P,22.9,22.1,50.2,84.7,0.16,5.1,7.1,43.8,29
50.5,2.7,0.287022224,0.007933696,P,25.2,23.1,0,27.9,0.05,4.3,7.3,8.7,28.7
145,5.3,0.081883481,0.033338453,P,20.2,16.8,370.5,405.7,0.47,6.9,7.5,115,27
60.3,5.3,0.837396789,0.047419405,P,22.8,13.4,424.7,450.7,0.54,5.5,11.7,90.6,38.8
66.8,5.3,0.148180513,0.0147616,P,24.5,20.9,117.2,149.4,0.86,5.7,30.7,57.1,16.9
84,5.3,-0.217412877,0.006558225,P,21.7,12.6,19.3,41,0.25,14.7,58,9.1,37.8
34.9,2.7,-0.74207378,0.011412419,P,23.2,16.5,15.5,48.9,0.05,9.1,63.4,14.3,50.3
101.3,8,-0.73234891,0.02557455,P,25.8,21.6,280.2,308.8,0.58,50.2,107,11.4,25.6
297.3,14.2,-0.26626361,0.005704177,P,24.6,30.2,484.1,526.7,0.81,73.1,138.4,12.3,27.3
15.7,1.5,-0.067718174,0.018198454,P,,,,,,,,,7.8
17,5,0.268263987,0.234434184,P,17.1,,67.8,,0.073,,6,12.1,28
21,5,0.741937345,0.146689342,P,10,,12.8,,0.04,,6,6.4,70
33,13,1.193922468,0.245188246,P,12.6,,60.5,,0.082,,6,14.9,24
25,2,0.579818495,0.026808163,P,10.3,,27.6,,0.048,,7,6.9,70
8,1,0.470003629,0.0156258,P,11.2,,72.5,,0.082,,7,11.6,9
12,1,1.098612289,0.069444444,P,18.6,,13.4,,0.064,,7,9.6,70
42,5,0.518793793,0.028572336,P,9,,167.1,,0.135,,7,18.1,30
11,6,0.318453731,0.688145661,P,15.9,,2.4,,0.29,,8,36.1,58
14,1,0.336472237,0.015102041,P,17,,38.3,,0.072,,9,8.4,47
23,7,0.496436886,0.113035763,P,12.3,,52.8,,0.068,,9,8,0
32,4,0.900786545,0.039293639,P,14.9,,34.9,,0.073,,10,7.7,46
16,4,0.374693449,0.095557851,P,7.1,,12.7,,0.03,,10,3.4,5
23,2,0.044451763,0.081941602,P,6.4,,6.3,,0.04,,11,3.5,67
34,6,0.581921545,0.056072616,P,17.3,,2.8,,0.154,,11,14.3,42
65,5,1.609437912,0.059171598,P,14.7,,9.6,,0.096,,11,9.2,9
24,4,-0.318453731,0.060835629,P,17.3,,1.5,,0.109,,12,9.5,5
59,5,1.2443241,0.038323713,P,14.8,,6.3,,0.078,,12,6.8,9
45,8,0.143100844,0.055273577,P,14.8,,4.9,,0.097,,12,8.3,3
14,9,1.252762968,0.475765306,P,13,,74.5,,0.206,,20,10.5,5
1.7,0.6,1.803593927,0.278904209,P,18,,12.2,,,3.6,,,
,,,,P,10.1,73.98,182.9,,,7.6,8.05,36.88,
,,,,P,10.3,79.74,201.5,,,7.6,11.15,40.62,
,,,,P,11.5,83.16,226.3,,,7.6,12.08,45.62,
19.2,1.306394529,0.814844116,0.016832628,P,,,,,,,,,
23.3,1.306394529,-0.062390293,0.01075564,P,,,,,,,,,
10.1,0.4,0.160773221,0.004948679,P,23.9,46.44,1976.03424,,,6.13,92.91,4.7,
0.22,0.07,0.146603474,0.236973741,P,18.6,,,,0.441,,6,163,0.6
3.7,0.5,0.315081047,0.030607184,P,18.6,,,,0.441,,6,163,60
0.09,0.02,-0.105360516,0.089382716,P,14.6,,,,0.457,,7,145,0.6
3.3,0.9,0.318453731,0.185491276,P,14.6,,,,0.457,,7,145,60
1.84,0.260795486,-1.47590652,0.034200073,P,,,0.1,1.2,0.062,1.1,18.6,,
7.13,0.521590973,-0.96046195,0.007986184,P,,,5.2,8.3,0.079,1.7,19.8,,
8.4,0.740810367,-0.725937003,0.010788035,P,,,0.1,1.2,0.077,1.3,20,,
3.9,0.340168026,-0.836248024,0.013322063,P,,,1.2,4.1,0.079,1.7,21.9,,
3.9,0.6,0.331357136,0.086168639,P,,,,,,,,,3
4.5,0.7,0.548565952,0.077451969,P,,,,,,,,,6.5
27.6,1.9,0.094947927,0.015469014,P,,,,,,,,,0
12.3,1.9,-0.185027918,0.042122963,P,,,,,,,,,20
72.7,2,0.225898374,0.086666449,P,,,,,,,,,0
97,9.9,0.249254695,0.036887396,P,,,,,,,,,0
11.7,1.080978393,-0.524070851,0.017464727,P,,,7.7,11.9,0.11,2,22.1,,
5.72,1.663043681,-0.526093096,0.097001338,P,,,1.3,5,0.096,1.3,22.3,,
1.92,0.362845894,-0.606135804,0.131345927,P,,,1.5,5.5,0.16,1.3,24.1,,
9.66,1.269960629,-0.714653386,0.023119797,P,,,0.4,2.9,0.11,4,25.3,,
22.14,4.493997584,-0.315081047,0.047071024,P,,,1.2,6.1,0.1,4.9,25.5,,
8.05,1.303977432,-1.455287233,0.032740654,P,,,1,3.2,0.12,5.5,25.7,,
8.8,3.477273152,-1.462834438,0.220975089,P,,,0.9,12.7,0.17,6.8,26.6,,
7.29,0.408201631,-0.781700578,0.021233658,P,,,0.1,2.6,0.12,5.3,27.3,,
44.8,4.550692255,0.521296924,0.081374669,P,,,0.6,2.4,0.17,5.7,27.9,,
29.25,1.60634901,-0.718464989,0.006597327,P,,,47.8,50.9,0.13,6.8,28.8,,
11.2,2.872529995,-0.405465108,0.101494169,P,,,0,0.7,0.071,5.1,28.8,,
21.39,3.303409494,-0.34259783,0.038535276,P,,,0.5,3.6,0.12,6.8,29,,
4.65,0.70301392,-0.955511445,0.027459378,P,,,0.2,3.5,0.14,7.2,29.9,,
5.8,0.986487275,-0.262364264,0.036536348,P,,,0,2.5,0.087,6.2,30.3,,
4.41,0.555607775,-1.129864832,0.028079271,P,,,0.3,5.3,0.17,8,30.8,,
13.53,2.369837246,-0.329479201,0.038109875,P,,,1.5,5.4,0.2,3.1,31.3,,
17.28,3.749407572,0.405465108,0.049835881,P,,,15,22.4,0.21,1.5,32.4,,
15.99,4.029101282,-0.951558871,0.069667929,P,,,0.6,5.7,0.23,2.6,32.4,,
112.05,12.65425056,-0.221696722,0.017260359,P,,,36,42.2,0.17,8.7,36.1,,
1.74,0.438438789,-2.525728644,0.19151746,P,,,2,6.2,0.16,1.5,37.2,,
18.04,1.330434945,-0.680877088,0.011013003,P,,,2.3,12.3,0.19,5.5,37.2,,
4.32,0.362845894,-0.980829253,0.008604773,P,,,2.2,4.4,0.091,14.8,41,,
21.75,3.397900612,-0.401010758,0.030966116,P,,,3.3,5.9,0.16,16.4,41.8,,
2.9,0.438438789,-0.955511445,0.026238377,P,,,1.1,5,0.17,1.9,41.8,,
3.15,0.926012959,-1.631416819,0.099652267,P,,,2.2,11,0.25,5.6,42,,
17.6,2.902767153,0.018349139,0.048806827,P,,,1.1,6.6,0.19,7.1,45.2,,
23.2,2.521023035,0.162518929,0.013321877,P,,,19.2,25.2,0.17,1.8,47.6,,
10.64,3.016156495,-0.958254931,0.091080141,P,,,1.1,6.6,0.21,7.6,50.6,,
45.2,14.36264997,0.284736562,0.158626928,P,,,0.2,8.6,0.12,3.2,51,,
4.06,1.644145458,-0.619039208,0.211542774,P,,,2.8,7.9,0.22,6.1,58.5,,
35.64,5.11385932,0.750305594,0.034648906,P,,,0.9,5.1,0.15,16.5,62.5,,
4.35,0.548048486,-0.427444015,0.020193837,P,,,0.9,6,0.25,7.4,63.1,,
1.5,0.283473355,-0.693147181,0.03968254,P,,,0.7,6,0.19,7.9,78.6,,
1.25,0.188982237,-1.16315081,0.031785714,P,,,0.7,6.1,0.19,17.5,89.9,,
67.4,18.1,2.524246064,0.099894729,P,7.3,,,56.7,,2.2,,58,
115.4,13.4,0.016601517,0.01600543,P,7.5,,,58.2,,7.2,,18,
86,15.1,-0.276574095,0.030828827,P,7.3,,,40.4,,4.1,,22,
5.4,1.2,1.686398954,0.089382716,P,6.8,,,85.7,,1.7,,122,
53.1,9.4,0.183452139,0.105046232,P,5.8,,,78.4,,3.7,,47,
165.9,12.1,2.423537703,0.05270725,P,6,,,86.5,,,,,
46.6,16.1,-0.05632354,0.46063032,P,6.8,,,66.1,,3.4,,43,
2.6,0.4,-0.570544858,0.103536314,P,,,,39,,7,,11.7,
0.8,0.07,0.133531393,0.028064413,P,,,,37,,2,,33.9,
2.3,0.9,-0.042559614,0.264230204,P,,,,40,,5,,15.3,
6,1.1,2.708050201,0.033689236,P,,,,17,,5,,7.3,
0.01,0.01,0,0.25,P,,,,11,,5,,4.8,
6.5,2.3,1.871802177,0.135207101,P,,,,16,,5,,6.9,
10.9,1.5,2.126398525,0.166866794,P,,,,44,,10,,9.5,
0.9,0.1,-0.200670695,0.04540353,P,,,,40,,3,,26.3,
1.3,0.01,0,0.000014793,P,,,,22,,4,,12.7,
8.4,0.9,3.044522438,0.011557717,P,,,,48,,7,,14.7,
13.1,2.7,-0.549752694,0.110034235,P,,,,219,,4,,112.7,
12,4.7,2.222542385,0.153410174,P,,,,32,,2,,35.8,
27.5,3.3,-0.326028277,0.073982119,P,,,,57,,13,,9.5,
6.7,1.9,-0.295117051,0.151529913,P,,,,25,,9,,5.8,
48.7,8.8,0.101489396,0.066541285,P,,,,5996,,7,,1950,
111.2,15.6,-0.000898876,0.02666259,P,,,,58,,7,,17.9,
92.9,13.3,0.754175544,0.028874453,P,,,,8695,,40,,480.7,
47.5,12.5,2.7293276,0.069253378,P,,,,28,,3,,21.7,
36.8,9.4,0.149181164,0.15131605,P,,,,415,,85,,10.8,
32.7,10.3,0.063112423,0.190982919,P,,,,26,,4,,13.4,
0.78,0.4,-0.718464989,0.262989761,P,,,,44,,3,,28.8,
62.2,11.6,-0.653797842,0.062187863,P,,,,18,,21,,1.9,
82.8,12.7,3.163665093,0.383525928,P,,,,57,,2,,57,
3,0.01,0,2.78E-06,P,,,,21,,4,,11.7,
109.9,17.7,-0.060892209,0.048903579,P,,,,40,,4,,22.8,
18.4,2.2,0.650587566,0.066813202,P,,,,13,,4,,6.7,
43.3,3.4,0.262595238,0.046647618,P,,,,56,,5,,27.5,
8.2,0.01,-0.397301797,2.70E-07,P,,,,76,,10,,17.3,
5.2,1.4,1.871802177,0.088110207,P,,,,86,,2,,111.5,
59.6,9.8,0.930655153,0.200943816,P,,,,78,,4,,46.9,
132,13.5,2.325574611,0.039544501,P,,,,87,,9,,22,
45.1,18.7,-0.416490578,0.288957486,P,,,,77,,3,,50.3,
14.3,1.3,-0.054435207,0.040236745,P,,,,,,,,,
12.2,6,-0.130452888,0.285398233,P,,,,,,,,,
100,111.1,-0.442118426,1.245702434,P,,,,,,,,,
25.8,2.7,0.42306087,0.038401885,P,,,,,,,,,
68.3,7.6,-0.055530279,0.02317252,P,,,,,,,,,
11,2.7,-0.912647741,0.14981051,P,,,,,,,,,
77.1,12,0.702267765,0.048894816,P,,,,,,,,,
43.7,10.47642569,-1.06210338,0.086011233,P,9.3,27.04506,247.89184,,,,,52,
13.4,2.6,1.463852595,0.121934784,P,8.56,,230.36,,,15.325,,10,20.8
14.7,3.3,1.556445382,0.134682869,P,8.56,,230.36,,,15.325,,10,20.8
20.9,1.6,0.727213735,0.125946938,P,9.23,,115.18,,,15.325,,5,27.4
9.7,0.5,1.140723774,0.086944231,P,8.56,,230.36,,,15.325,,10,20.8
20.3,2.8,0.309259673,0.336848492,P,9.14,,283.52,,,15.325,,13,16.7
30.3,2.8,1.098612289,0.128625734,P,9.23,,115.18,,,15.325,,5,27.4
21.9,2,0.773951213,0.128426376,P,9.23,,115.18,,,15.325,,5,27.4
19.9,2.3,2.157810609,0.242091708,P,9.45,,407.56,,,27.585,,10,44.1
20.4,3.5,0.314173688,0.347259315,P,9.14,,283.52,,,15.325,,13,16.7
22,8.4,1.25049282,0.633565421,P,10.39,,695.51,,,21.455,,22,60.4
18.9,0.6,0.550399133,0.413431007,P,9.55,,287.95,,,24.52,,8,54.2
14,2,0.798507696,0.508188461,P,10.39,,695.51,,,21.455,,22,60.4
29.5,8.3,0.995627474,0.491584357,P,9.55,,287.95,,,24.52,,8,54.2
16.8,3.4,0.980829253,0.528738347,P,10.39,,695.51,,,21.455,,22,60.4
27.9,8.5,0.9398639,0.505240607,P,9.55,,287.95,,,24.52,,8,54.2
24.7,0.7,2.373894121,0.22953662,P,9.45,,407.56,,,27.585,,10,44.1
23.5,1,2.324091298,0.230544233,P,9.45,,407.56,,,27.585,,10,44.1
15.1,3.5,0.013333531,0.371549235,P,9.14,,283.52,,,15.325,,13,16.7
6.24,1.4,0.205668921,0.167656684,P,5.8,,,20.35,,6.4,,6.87,
13.19,1.56,0.67735144,0.020011742,P,9.3,,,25.1,,5.3,,24.5,
7.84,1.18,0.195158704,0.092120301,P,18.6,,,100.4,,7.4,,29.6,
4.07,0.52,0.22806967,0.027993006,P,20.2,,,13.9,,3.6,,8.2,
10.6,5.8,0.856776604,0.29988863,P,12.5,,,,0.2,,9.5,,
14.2,9.4,0.391478866,0.611817816,P,11.6,,,,0.29,,11.2,,
0.4,0.09,3.688879454,0.175625,P,12,,,,0.22,,13.4,,
2.4,1.2,0.287682072,0.361111111,P,11.8,,,,0.27,,13.9,,
1.2,0.02,-0.510825624,0.062777778,P,,,,,0.02,,14,,55.9
4.5,1.2,0.310154928,0.145491276,P,,,,,0.17,,14,,68.6
2.8,1.1,-0.133531393,0.189492985,P,,,,,0.05,,14,,63.7
0.7,0.2,-0.451985124,0.156012818,P,,,,,0.04,,16,,72.5
0.18,0.09,-1.609437912,0.299382716,P,,,,,0.03,,16,,86.3
5.1,0.5,0.147635999,0.014260448,P,,,,,,,,,
,,,,P,,,,,,,,,
2.4,0.5,-0.287682072,0.105902778,P,,,,,0.08,,16,,18.6
3,0.6,0.310154928,0.0425,P,,,,,0.35,,38,,82.4
6.2,0.6,0.032789823,0.071865245,P,,,,,1.47,,46,,73.5
126.2,4.5,0.958368136,0.011520941,P,,,,,,,,,10
4.2,0.01,0.048790164,0.030626417,P,17,5,154,,,1,,159,
0.7,0.6,0.336472237,0.774693878,P,,5,11,,,1,,16,
1.5,0.8,-0.182321557,0.889382716,P,,,,,,,,,
1.7,0.4,-0.302280872,0.072376554,P,16,4,20,,,2,,12,
1.1,0.1,0.78845736,0.048264463,P,17.3,9,29,,,6,,9,
3.8,3.4,0.641853886,1.003054017,P,17,4,10,,,2.5,,6,
8.7,4.7,1.000172216,0.29185077,P,,6,29,,,2,,17,
