Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Chla_Instrument,Chla_Extraction,Chla_Acidification,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N Tstat,N Pval 1Tail,N Lim,N Pval 2Tail,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P Tstat,P Pval 1Tail,P Lim,P Pval 2Tail,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP Tstat,NP Pval 1Tail,NP Lim,NP Pval 2Tail,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,8.1,,,,1.7,12.2,,,1.5,,21.2,13.95,0.34,0.760263112,5,20.67,1.51,3.376462646,5,-4.341632471,0.001236474,Yes,0.002472949,0.393203865,0.005930733,19.83,2.02,4.516857315,5,-2.870513451,0.010406254,Yes,0.020812509,0.351716434,0.010970685,23.19,0.68,1.520526225,5,-12.15368712,9.73E-07,Yes,1.95E-06,0.508241643,0.001453869,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Timber,South Island New Zealand,NA,,,,-45,170,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,13.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,8.5,,,,2.6,13.8,,,1.3,,27.8,2.16,0.27,0.603738354,5,3.49,0.44,0.98386991,5,-2.576339157,0.016401269,Yes,0.032802539,0.479793515,0.031519779,2.25,0.53,1.185116028,5,-0.151308594,0.441739103,No,0.883478205,0.040821995,0.07111142,6.49,0.3,0.670820393,5,-10.72821218,2.51E-06,Yes,5.01E-06,1.100154309,0.017761747,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Granity,South Island New Zealand,NA,,,,-42,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,7.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,21,,,,3.6,249.2,,,1.4,,399.8,10.71,0.3,0.670820393,5,27.43,4.22,9.436206865,5,-3.952111314,0.002111745,Yes,0.004223491,0.94045942,0.024453267,9.56,0.29,0.648459713,5,2.75612211,0.012411509,No,0.024823018,-0.113590157,0.001704823,43.41,3.31,7.401385006,5,-9.838825711,4.79E-06,Yes,9.58E-06,1.399511945,0.006598646,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Slatey,South Island New Zealand,NA,,,,-42,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,18.1,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,13.4,,,,1.8,9.9,,,0.8,,32.2,17.44,1.02,2.280789337,5,23.59,3.79,8.474697635,5,-1.566936195,0.077882221,No,0.155764443,0.302056475,0.029232693,27.69,1.03,2.303150017,5,-7.070983684,5.25E-05,Yes,0.000104962,0.462304919,0.004804297,78.46,6.16,13.77417874,5,-9.772774191,5.04E-06,Yes,1.01E-05,1.503822522,0.009584671,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-45,170,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,10.6,,,,1.1,3.2,,,1.4,,6.7,4.97,0.27,0.603738354,5,23.45,1.65,3.689512163,5,-11.05299533,2.00E-06,Yes,4.00E-06,1.551450655,0.007902187,12.69,0.55,1.229837388,5,-12.599989,7.38E-07,Yes,1.48E-06,0.937394442,0.00482977,35.31,3.31,7.401385006,5,-9.13581945,8.30E-06,Yes,1.66E-05,1.96074637,0.011738713,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-44,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,1.1,,,,2.7,6.7,,,3,,7,3.62,0.09,0.201246118,5,5.76,0.65,1.453444185,5,-3.261194947,0.005753352,Yes,0.011506704,0.464463449,0.013352609,4.56,0.04,0.089442719,5,-9.544253953,6.01E-06,Yes,1.20E-05,0.230848598,0.00069506,6.13,0.26,0.581377674,5,-9.122750172,8.39E-06,Yes,1.68E-05,0.526720724,0.002417091,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,18.9,,,,2.9,10.7,,,0.9,,35.4,2.82,0.38,0.849705831,5,4.12,0.5,1.118033989,5,-2.070021705,0.036113322,Yes,0.072226644,0.379116278,0.032886101,9.07,1.01,2.258428657,5,-5.791756183,0.000204495,Yes,0.00040899,1.168235379,0.030558226,17.94,1.76,3.93547964,5,-8.397408608,1.54E-05,Yes,3.08E-05,1.850295972,0.027782591,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Bowyers,South Island New Zealand,NA,,,,-44,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,23.2,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9.2,,,,0.9,10.8,,,1.8,,34,4.86,0.89,1.9901005,5,10.51,0.6,1.341640786,5,-5.263848237,0.000380472,Yes,0.000760945,0.771288747,0.036794803,19.63,2.41,5.388923826,5,-5.749127595,0.000214713,Yes,0.000429426,1.39602057,0.048608492,41.02,4.51,10.08466658,5,-7.866038462,2.47E-05,Yes,4.93E-05,2.133021315,0.045623911,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-45,170,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,,,,,,,,,,,,12.94,0.91,2.03482186,5,21.85,3.16,7.065974809,5,-2.709508673,0.01333919,Yes,0.02667838,0.523877632,0.025861192,9.06,1.8,4.024922359,5,1.923693669,0.045298957,No,0.090597913,-0.356454169,0.044417499,68.93,7.22,16.1444108,5,-7.693976056,2.89E-05,Yes,5.78E-05,1.672768208,0.015916839,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Camp,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,6.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,1.43,0.05,0.111803399,5,2.07,0.06,0.134164079,5,-8.194360299,1.84E-05,Yes,3.67E-05,0.369874163,0.002062713,1.65,0.2,0.447213595,5,-1.067156751,0.158521717,No,0.317043433,0.143100844,0.015914932,3.33,0.28,0.626099034,5,-6.680044259,7.79E-05,Yes,0.000155884,0.84529786,0.008292687,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Bowyers,South Island New Zealand,NA,,,,-44,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,23.2,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9,,,,1.1,23.9,,,3.7,,42.1,6.09,0.33,0.737902433,5,5.08,0.25,0.559016994,5,2.439585059,0.020295385,No,0.040590771,-0.18133682,0.005358132,4.31,0.08,0.178885438,5,5.242100568,0.000390647,No,0.000781294,-0.345710178,0.003280781,10.57,0.66,1.475804865,5,-6.071263357,0.0001494,Yes,0.000298799,0.551371718,0.006835114,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,West Kowai,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,19.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,7.5,,,,3,22.6,,,1.1,,51.4,8.23,0.45,1.00623059,5,9.73,1.12,2.504396135,5,-1.242728869,0.124578154,No,0.249156307,0.167427882,0.016239516,10.56,0.9,2.01246118,5,-2.315572616,0.024629352,Yes,0.049258705,0.249287264,0.010253372,27.3,3.59,8.027484039,5,-5.270731787,0.000377313,Yes,0.000754625,1.199100688,0.020282416,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,12.1,,,,2.5,2.7,,,1.6,,7.1,4.54,0.41,0.916787871,5,5.98,0.33,0.737902433,5,-2.73604104,0.012802739,Yes,0.025605479,0.275493556,0.01120087,6.85,0.75,1.677050983,5,-2.702540095,0.013483878,Yes,0.026967756,0.41132164,0.020143454,11.46,1.34,2.99633109,5,-4.938198286,0.00056882,Yes,0.001137639,0.925935699,0.021827863,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Sam's,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,7,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,9.9,,,,4.1,13,,,2.1,,18.4,0.56,0.08,0.178885438,5,1.12,0.04,0.089442719,5,-6.260990344,0.000121401,Yes,0.000242803,0.693147181,0.021683673,0.59,0.09,0.201246118,5,-0.24913644,0.404766208,No,0.809532415,0.052185753,0.043677339,1.28,0.13,0.290688837,5,-4.716876833,0.000754114,Yes,0.001508229,0.826678573,0.030723105,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Kyeburn  ,South Island New Zealand,NA,,,,-45,170,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,9.4,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,9.6,,,,2.5,4.1,,,3.1,,4.7,1.5,0.07,0.156524758,5,3.8,1.37,3.063413129,5,-1.676644945,0.06606816,No,0.132136321,0.929535959,0.132157002,1.81,0.2,0.447213595,5,-1.462980454,0.090810397,No,0.181620794,0.187861737,0.014387417,3.75,0.53,1.185116028,5,-4.208733298,0.001480493,Yes,0.002960986,0.916290732,0.022152889,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Slatey,South Island New Zealand,NA,,,,-42,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,18.1,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,12,,,,2.2,13.4,,,2.7,,13,10.64,1.36,3.041052449,5,39.88,8.11,18.1345113,5,-3.55577544,0.003723222,Yes,0.007446444,1.321254461,0.057693159,41.07,7.1,15.87608264,5,-4.209387545,0.001479172,Yes,0.002958343,1.350657444,0.046223803,43.27,9.12,20.39293995,5,-3.538720871,0.003817053,Yes,0.007634106,1.40283907,0.060761656,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Timber,South Island New Zealand,NA,,,,-45,170,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,13.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,,,,,,,,,,,,3.75,0.38,0.849705831,5,8.51,0.91,2.03482186,5,-4.826831604,0.000654954,Yes,0.001309908,0.819486103,0.021703115,10.35,1.28,2.862167011,5,-4.943022905,0.000565378,Yes,0.001130757,1.01523068,0.025563084,11.47,2.27,5.075874309,5,-3.354208197,0.005008758,Yes,0.010017517,1.117979091,0.049435857,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,11.7,,,,0.2,10.9,,,1,,25.8,1.76,0.15,0.335410197,5,2.06,0.2,0.447213595,5,-1.2,0.132233553,No,0.264467105,0.157392174,0.016689647,3.07,0.5,1.118033989,5,-2.509504867,0.018199499,Yes,0.036398998,0.556363753,0.033789168,6.49,1.41,3.152855848,5,-3.335786922,0.005147714,Yes,0.010295429,1.304948722,0.054464431,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Granity,South Island New Zealand,NA,,,,-42,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,7.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,4.4,,,,11.1,188.3,,,1.1,,420.3,1.82,0.26,0.581377674,5,1.99,0.19,0.424852916,5,-0.52790958,0.305943451,No,0.611886901,0.089298138,0.029524095,2.48,0.41,0.916787871,5,-1.359452833,0.105540235,No,0.211080469,0.309422059,0.047739719,4.56,1.03,2.303150017,5,-2.579287664,0.016326235,Yes,0.032652469,0.918486122,0.07142867,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Woolshed,South Island New Zealand,NA,,,,-44,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,29.3,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,13.3,,,,9.7,367.5,,,3.8,,222.7,41.63,1.23,2.750363612,5,29.39,2.45,5.478366545,5,4.464834523,0.001048779,No,0.002097558,-0.348166581,0.007822137,53.88,1.63,3.644790803,5,-5.998994672,0.000161878,Yes,0.000323756,0.25793829,0.001788175,62.04,8.16,18.2463147,5,-2.473285388,0.01925634,Yes,0.038512681,0.398958277,0.018172593,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,16,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Summer,January,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,16.9,,,,1.4,2.2,,,1.7,,4.6,1.76,0.3,0.670820393,5,3.19,0.33,0.737902433,5,-3.206406984,0.006245762,Yes,0.012491525,0.594707108,0.039756298,1.38,0.08,0.178885438,5,1.223897591,0.127905349,No,0.255810697,-0.24323031,0.032415391,3.09,0.5,1.118033989,5,-2.280931182,0.025997848,Yes,0.051995697,0.562857282,0.055237972,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Camp,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,6.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,,,,,,,,,,,,1.54,0.28,0.626099034,5,2.8,0.33,0.737902433,5,-2.911398515,0.009773583,Yes,0.019547166,0.597837001,0.046948157,2.19,0.3,0.670820393,5,-1.583953081,0.07593165,No,0.1518633,0.352119127,0.051823098,2.84,0.56,1.252198067,5,-2.076348837,0.035759963,Yes,0.071519927,0.612021636,0.071939026,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,2.9,,,,2.3,10.9,,,1.1,,27.6,0.94,0.09,0.201246118,5,0.85,0.11,0.245967478,5,0.633237789,0.272125846,No,0.544251693,-0.100643526,0.025914449,0.83,0.08,0.178885438,5,0.913500279,0.193840659,No,0.387681318,-0.124454174,0.018457217,1.3,0.15,0.335410197,5,-2.05798302,0.036795093,Yes,0.073590186,0.324239668,0.022480653,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Granity,South Island New Zealand,NA,,,,-42,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,7.6,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,17.1,,,,6.4,212.1,,,1.9,,261.5,8.64,2.15,4.807546152,5,9.68,0.66,1.475804865,5,-0.46242322,0.328047351,No,0.656094702,0.113659318,0.066571396,9.73,0.66,1.475804865,5,-0.484655106,0.320456043,No,0.640912086,0.118811313,0.066523741,17.88,4.46,9.97286318,5,-1.866224964,0.049489775,Yes,0.09897955,0.727280187,0.124143307,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Slatey,South Island New Zealand,NA,,,,-42,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,18.1,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,5,,,,2.4,27.3,,,1.3,,52.5,1.27,0.12,0.268328157,5,1.2,0.15,0.335410197,5,0.364405444,0.362499648,No,0.724999297,-0.056695344,0.024553018,0.85,0.08,0.178885438,5,2.912176033,0.009761945,No,0.019523891,-0.40153583,0.017786149,1.04,0.03,0.067082039,5,1.859439794,0.050008313,No,0.100016625,-0.199796187,0.009760118,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,3.5,,,,1.7,21.8,,,1.9,,27.3,2.21,0.2,0.447213595,5,2.38,0.35,0.782623792,5,-0.421718098,0.342167224,No,0.684334448,0.074107972,0.029816138,1.11,0.26,0.581377674,5,3.353409187,0.005014703,No,0.010029405,-0.6886325,0.063055517,1.67,0.24,0.536656315,5,1.728497879,0.061080077,No,0.122160154,-0.280168889,0.028843145,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Victoria,South Island New Zealand,NA,,,,-42,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,8.5,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,8.8,,,,2.8,12.1,,,1.1,,30,0.99,0.04,0.089442719,5,1.29,0.09,0.201246118,5,-3.046038496,0.007958273,Yes,0.015916546,0.264692554,0.006499982,0.67,0.11,0.245967478,5,2.7339445,0.01284431,No,0.02568862,-0.390427231,0.028587265,1.43,0.29,0.648459713,5,-1.50301137,0.085620647,No,0.171241295,0.36772478,0.042759192,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Woolshed,South Island New Zealand,NA,,,,-44,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,18,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Spring,October,3,Small,29.3,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,8.5,,,,1.5,99.8,,,1.6,,144.6,20.48,4.7,10.50951949,5,24.61,2.91,6.506957815,5,-0.747114006,0.238188525,No,0.476377051,0.183704064,0.066648453,20.46,1.57,3.510626725,5,0.004036091,0.498439252,No,0.996878505,-0.00097704,0.058554939,28.42,2.91,6.506957815,5,-1.436340243,0.09441694,No,0.18883388,0.327644322,0.063150925,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Woolshed,South Island New Zealand,NA,,,,-44,171,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,29.3,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,4.2,,,,1.2,254.2,,,4,,143.1,3.69,0.65,1.453444185,5,3.61,0.62,1.386362146,5,0.089059475,0.465611922,No,0.931223843,-0.021918686,0.06052584,2.72,0.23,0.514295635,5,1.4068317,0.098558476,No,0.197116952,-0.304994578,0.038179638,2.78,0.52,1.162755348,5,1.093216334,0.153060747,No,0.306121494,-0.28317553,0.06601728,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,Rough,South Island New Zealand,NA,,,,-42,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,25,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Winter,July,3,Small,4.9,Gravel,Small,C,Cfb,,,,,,,Forest,,,Open,2.3,,,,1.5,28.9,,,0.8,,89.6,0.46,0.03,0.067082039,5,0.57,0.04,0.089442719,5,-2.200000005,0.029496954,Yes,0.058993907,0.214409871,0.0091779,0.51,0.11,0.245967478,5,-0.438529009,0.336302069,No,0.672604138,0.103184236,0.050773877,0.57,0.11,0.245967478,5,-0.96476382,0.181458413,No,0.362916827,0.214409871,0.041495537,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
Francoeur 1999b,Yes,Web of Science 1st Searches,N. Kowai,South Island New Zealand,NA,,,,-43,172,Spectrophotometer,90% Ethanol,Yes,Steel box,Filter,Filter,Vial,Steel box,Parallel,5,20,2,0.5,NaNO3,0.05,Na2HPO4,,1995,Fall,April,3,Small,37.9,Gravel,Small,C,Cfb,,,,,,,Grassland,,,Open,10,,,,0.7,5.4,,,0.9,,15.6,10.93,0.76,1.699411663,5,7.88,0.51,1.140394669,5,3.332388151,0.005173794,No,0.010347588,-0.327183398,0.009023676,5.51,0.42,0.939148551,5,6.241854107,0.000123945,No,0.000247889,-0.684946679,0.01064515,9.75,1.1,2.459674775,5,0.882565272,0.201605303,No,0.403210607,-0.114244017,0.017563361,Yes,No,Season ,No,No,Interested in seasonal aspects of nutrient limitation ,Used Biggs et al. 1999 for Ecosystem,
