Ref,PDF,Source,Site Name,Site Location,Ecoregion,Landmarks,Latitude,Latitude Converted,Latitude_GoogleEarth,Longitude_GoogleEarth,Base,Substrate,Substrate Sub-category,NDS Category,NDS Sub-category,Orientation to surface,Starting Replicates,Days,Agar Percent,Nitrogen Molarity,Nitrogen Source,Phosphorus Molarity,Phosphorus Source,Design,Year,Season,Month,Order,Order Code,Catchment_km2,Stream Substrate,Substrate Code,Koppen 1st,Koppen full,Elevation_m,Depth_m,Velocity_m_sec,Slope_percent,Discharge_m3_sec,Turbidity_NTU,Primary Land Use,Secondary Land Use,Canopy_Percent,Canopy_Qual,Temp_C,pH,Cond_uS_cm,DO_mg_L,NH4_ug_L,NO3_ug_L,DIN_ug_L,TN_mg_L,SRP_ug_L,TP_ug_L,NO3_SRP_Ratio,Control_mean_mg_m2,Control SE,Control SD,Control Count,N_mean_mg_m2,N SE,N SD,Nitrogen Count,N LRR Effect,N LRR Variance,P_mean_mg_m2,P SE,P SD,Phosphorus Count,P LRR Effect,P LRR Variance,NP_mean_mg_m2,NP SE,NP SD,NP Count,NP LRR,NP LRR Variance,Macroinverts Collected,Macroinverts Excluded,NDS Treatment,Independence Issues,Red Flags,Purpose,Notes,Page
Bowman et al. 2005,Yes,Keck & Lepori Refs,Lake Louise D/S,"Alberta, British Columbia",Northwestern Forested Mountains,Map,,,51,-116,Clay pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,10,30,,0.5,NaNO3,0.5,KH2PO4,,1999,Fall,October,"4, 5",Large,,Cobble  ,Medium,D,Dfc,,,,,,,,,,,,,,,,,,,,,,1.2,0.4,1.264911064,10,,,,,,,4.9,2.1,6.640783086,10,1.406913648,0.29478458,35.3,6.6,20.87103256,10,3.381561407,0.146068458,No,No,WWTP Upstream vs. Downstream ,No,No,WWTP u/s and d/s sites to compare indicators of limitation,,
Bowman et al. 2005,Yes,Keck & Lepori Refs,Lake Louise U/S,"Alberta, British Columbia",Northwestern Forested Mountains,Map,,,51,-116,Clay pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,10,30,,0.5,NaNO3,0.5,KH2PO4,,1998,Fall,October,"4, 5",Large,,Cobble  ,Medium,D,Dfc,,,,,,,,,,,,,,,,,,,,,,2.1,0.9,2.846049894,10,0.9,6.7,21.18726032,10,-0.84729786,55.60342656,23.2,9.1,28.77672671,10,2.402214934,0.337526769,23.6,7.9,24.98199352,10,2.419309367,0.295728195,No,No,WWTP Upstream vs. Downstream ,No,No,WWTP u/s and d/s sites to compare indicators of limitation,,
Bowman et al. 2005,Yes,Keck & Lepori Refs,Banff U/S,"Alberta, British Columbia",Northwestern Forested Mountains,Map,,,51,-116,Clay pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,10,30,,0.5,NaNO3,0.5,KH2PO4,,1999,Fall,October,"4, 5",Large,,Cobble  ,Medium,D,Dfc,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,1.58113883,10,,,,,,,13.4,7.4,23.40085469,10,2.189789599,0.41607881,39.6,14.9,47.11793714,10,3.27336401,0.252684675,No,No,WWTP Upstream vs. Downstream ,No,No,WWTP u/s and d/s sites to compare indicators of limitation,,
Bowman et al. 2005,Yes,Keck & Lepori Refs,Lake Louise D/S,"Alberta, British Columbia",Northwestern Forested Mountains,Map,,,51,-116,Clay pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,10,30,,0.5,NaNO3,0.5,KH2PO4,,1998,Fall,October,"4, 5",Large,,Cobble  ,Medium,D,Dfc,,,,,,,,,,,,,,,,,,,,,,1.4,0.9,2.846049894,10,2.9,2.2,6.957010852,10,0.7282385,0.988770657,52.7,16.7,52.81003692,10,3.628143219,0.51368334,103.5,33.5,105.9363016,10,4.303099376,0.518028544,No,No,WWTP Upstream vs. Downstream ,No,No,WWTP u/s and d/s sites to compare indicators of limitation,,
Bowman et al. 2005,Yes,Keck & Lepori Refs,Banff D/s,"Alberta, British Columbia",Northwestern Forested Mountains,Map,,,51,-116,Clay pot,Plastic Cover,Plastic,Clay Pot,Clay Pot,Parallel,10,30,,0.5,NaNO3,0.5,KH2PO4,,1999,Fall,October,"4, 5",Large,,Cobble  ,Medium,D,Dfc,,,,,,,,,,,,,,,,,,,,,,205.9,62.4,197.326126,10,,,,,,,162.4,62.4,197.326126,10,-0.237328186,0.239482857,129.7,50,158.113883,10,-0.462166523,0.240459319,No,No,WWTP Upstream vs. Downstream ,No,No,WWTP u/s and d/s sites to compare indicators of limitation,,
Capps 2011,Yes,Web of Science 1st Searches,Six Mile,New York,Eastern Temperate Forests,Bethel Grove,,,42,-76,Clay Pot,Agar,Agar,Clay Pot,Clay Pot,Parallel,7,14,2,0.05,NaNO3,0.03,NaH2PO4,Cross,2008,Fall,September,2,Small,,,,D,Dfb,,,,,0.328,,,,,Open,17.5,,285,,,250,,,10,,,67.6,6.1,16.139083,7,75.8,14.3,37.83424375,7,0.11449031,0.043733125,65.3,16.4,43.3903215,7,-0.034615947,0.071218251,86.1,16.4,43.3903215,7,0.241901428,0.044423839,No,No,"Design, Concentration",Yes,No,Testing NDS designs ,NO3 + NO2 reported; 3% agar for N+P,
Capps 2011,Yes,Web of Science 1st Searches,Six Mile,New York,Eastern Temperate Forests,Bethel Grove,,,42,-76,Plastic Bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,7,14,2,0.5,NaNO3,0.5,NaH2PO4,Random,2008,Fall,September,2,Small,,,,D,Dfb,,,,,0.328,,,,,Open,17.5,,285,,,250,,,10,,,46.3,6.1,16.139083,7,55.7,6,15.87450787,7,0.184838186,0.028961503,91.4,38.6,102.1260006,7,0.680103517,0.195711659,492.4,24.6,65.08548225,7,2.364149433,0.01985386,No,No,"Design, Concentration",Yes,No,Testing NDS designs ,NO3 + NO2 reported; 3% agar for N+P,
Capps 2011,Yes,Web of Science 1st Searches,Six Mile,New York,Eastern Temperate Forests,Bethel Grove,,,42,-76,Plastic Bottle,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,7,14,2,0.05,NaNO3,0.03,NaH2PO4,Random,2008,Fall,September,2,Small,,,,D,Dfb,,,,,0.328,,,,,Open,17.5,,285,,,250,,,10,,,39.8,7.4,19.5785597,7,45.7,7.2,19.04940944,7,0.138231386,0.059391595,93.9,129.6,342.8893699,7,0.858363474,1.939498944,395.6,50.1,132.5521407,7,2.296536687,0.050608302,No,No,"Design, Concentration",Yes,No,Testing NDS designs ,NO3 + NO2 reported; 3% agar for N+P,
Capps 2011,Yes,Web of Science 1st Searches,Six Mile,New York,Eastern Temperate Forests,Bethel Grove,,,42,-76,Plastic Cup,Glass disc,Glass disc,Vial,Vial,Parallel,7,14,2,0.5,NaNO3,0.5,NaH2PO4,Random,2008,Fall,September,2,Small,,,,D,Dfb,,,,,0.328,,,,,Open,17.5,,285,,,250,,,10,,,43,4.1,10.84758038,7,81.1,12.1,32.01359086,7,0.634482845,0.031351599,50.5,4,10.58300524,7,0.160773221,0.015365295,183.8,58.3,154.2473014,7,1.452648094,0.109702547,No,No,"Design, Concentration",Yes,No,Testing NDS designs ,NO3 + NO2 reported; 3% agar for N+P,
Capps 2011,Yes,Web of Science 1st Searches,Six Mile,New York,Eastern Temperate Forests,Bethel Grove,,,42,-76,Plastic Cup,Glass disc,Glass disc,Vial,Vial,Parallel,7,14,2,0.05,NaNO3,0.03,NaH2PO4,Random,2008,Fall,September,2,Small,,,,D,Dfb,,,,,0.328,,,,,Open,17.5,,285,,,250,,,10,,,50.8,3.6,9.52470472,7,99.9,14,37.04051835,7,0.676273331,0.024661269,56.1,4.3,11.37673064,7,0.099239458,0.010897055,183.9,84.3,223.0368355,7,1.286495777,0.215153767,No,No,"Design, Concentration",Yes,No,Testing NDS designs ,NO3 + NO2 reported; 3% agar for N+P,
Capps 2011,Yes,Web of Science 1st Searches,Six Mile,New York,Eastern Temperate Forests,Bethel Grove,,,42,-76,Clay Pot,Agar,Agar,Clay Pot,Clay Pot,Parallel,7,14,2,0.5,NaNO3,0.5,NaH2PO4,Cross,2008,Fall,September,2,Small,,,,D,Dfb,,,,,0.328,,,,,Open,17.5,,285,,,250,,,10,,,86.5,14.3,37.83424375,7,117.4,18.3,48.41724899,7,0.305442493,0.05162776,107.6,20.4,53.97332675,7,0.218276234,0.063274791,319.3,133.9,354.2661006,7,1.305986686,0.203188495,No,No,"Design, Concentration",Yes,No,Testing NDS designs ,NO3 + NO2 reported; 3% agar for N+P,
Cardinale 2009,Yes,Web of Science 1st Searches,Upper Owens,California ,North American Deserts,Lat Long,38.74898,38.74898,39,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,B,BWk,2153,,0.57,,,,,,28,,,,,,0.361,14.99,,,12.82,,,1.744,0.141,0.199404112,2,,,,,,,,,,,,,0.2355,0.0945,0.133643182,2,-2.002225691,0.167557231,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Upper Owens,California ,North American Deserts,Lat Long,38.74898,38.74898,39,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,B,BWk,2153,,0.57,,,,,,28,,,,,,0.361,14.99,,,12.82,,,1.744,0.141,0.199404112,2,,,,,,,,,,,,,5.798,5.2315,7.398458252,2,1.201331705,0.820670772,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Adobe Creek,California ,North American Deserts,Lat Long,37.91805,37.91805,39,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-06,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2001,,0.29,,,,,,91,,,,,,4.68,1.63,,,1.26,,,0.24,0.02815,0.039810112,2,,,,,,,,,,,,,0.097,0.003,0.004242641,2,-0.905927945,0.014713866,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Parker Creek,California ,North American Deserts,Lat Long,37.85765,37.85765,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,43,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2281,,0.43,,,,,,63,,,,,,0.299,1.04,,,0.248,,,0.354,0.2125,0.300520382,2,,,,,,,,,,,,,0.4005,0.024996225,0.03535,2,0.123416853,0.364234389,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Mammoth Creek,California ,North American Deserts,Lat Long,37.6305,37.6305,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2460,,0.25,,,,,,51,,,,,,5.57,1.77,,,1.5,,,0.265,0.065,0.091923882,2,,,,,,,,,,,,,0.6365,0.0705,0.099702056,2,0.876254592,0.072431975,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Convict Creek,California ,North American Deserts,Lat Long,37.6146,37.6146,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-02,NaNO3,6.25E-04,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2175,,7.1,,,,,,9,,,,,,0.66,1.62,,,0.09,,,0.015,0.005,0.007071068,2,,,,,,,,,,,,,0.19325,0.096626142,0.13665,2,2.555934486,0.361117019,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Adobe Creek,California ,North American Deserts,Lat Long,37.91805,37.91805,39,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2001,,0.29,,,,,,91,,,,,,4.68,1.63,,,1.26,,,0.24,0.02815,0.039810112,2,,,,,,,,,,,,,0.47,0.1415,0.200111219,2,0.672093771,0.104396765,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Parker Creek,California ,North American Deserts,Lat Long,37.85765,37.85765,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,43,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2281,,0.43,,,,,,63,,,,,,0.299,1.04,,,0.248,,,0.354,0.2125,0.300520382,2,,,,,,,,,,,,,0.3775,0.1885,0.266579257,2,0.064273656,0.60967725,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Convict Creek,California ,North American Deserts,Lat Long,37.6146,37.6146,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-06,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2175,,7.1,,,,,,9,,,,,,0.66,1.62,,,0.09,,,0.015,0.005,0.007071068,2,,,,,,,,,,,,,0.2735,0.2265,0.320319372,2,2.903251421,0.796949438,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Convict Creek,California ,North American Deserts,Lat Long,37.6146,37.6146,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2175,,7.1,,,,,,9,,,,,,0.66,1.62,,,0.09,,,0.015,0.005,0.007071068,2,,,,,,,,,,,,,0.57,0.377,0.533158513,2,3.63758616,0.548565713,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Parker Creek,California ,North American Deserts,Lat Long,37.85765,37.85765,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,43,2,1.00E-06,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2281,,0.43,,,,,,63,,,,,,0.299,1.04,,,0.248,,,0.354,0.2125,0.300520382,2,,,,,,,,,,,,,0.8015,0.4715,0.666801695,2,0.817188059,0.706402997,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Convict Creek,California ,North American Deserts,Lat Long,37.6146,37.6146,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2175,,7.1,,,,,,9,,,,,,0.66,1.62,,,0.09,,,0.015,0.005,0.007071068,2,,,,,,,,,,,,,1.9,0.5,0.707106781,2,4.841558964,0.180363189,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Mammoth Creek,California ,North American Deserts,Lat Long,37.6305,37.6305,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E-02,NaNO3,6.25E-04,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2460,,0.25,,,,,,51,,,,,,5.57,1.77,,,1.5,,,0.265,0.065,0.091923882,2,,,,,,,,,,,,,2.42,1.576,2.228800574,2,2.211792993,0.484276866,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Mammoth Creek,California ,North American Deserts,Lat Long,37.6305,37.6305,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E-06,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2460,,0.25,,,,,,51,,,,,,5.57,1.77,,,1.5,,,0.265,0.065,0.091923882,2,,,,,,,,,,,,,3.4,2.3985,3.391991229,2,2.551800885,0.557811013,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Adobe Creek,California ,North American Deserts,Lat Long,37.91805,37.91805,39,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-02,NaNO3,6.25E-04,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2001,,0.29,,,,,,91,,,,,,4.68,1.63,,,1.26,,,0.24,0.02815,0.039810112,2,,,,,,,,,,,,,3.54,2.5385,3.589981128,2,2.691243083,0.52797597,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Adobe Creek,California ,North American Deserts,Lat Long,37.91805,37.91805,39,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2001,,0.29,,,,,,91,,,,,,4.68,1.63,,,1.26,,,0.24,0.02815,0.039810112,2,,,,,,,,,,,,,5.57,3.572,5.051570845,2,3.14451141,0.425013584,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Mammoth Creek,California ,North American Deserts,Lat Long,37.6305,37.6305,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csa,2460,,0.25,,,,,,51,,,,,,5.57,1.77,,,1.5,,,0.265,0.065,0.091923882,2,,,,,,,,,,,,,6.91,5.2555,7.432399377,2,3.260995091,0.638621965,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Swauger Creek,California ,North American Deserts,Lat Long,38.35168,38.35168,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2285,,0.398,,,,,,0,,,,,,19.21,4.12,,,5.04,,,0.165,0.071,0.100409163,2,,,,,,,,,,,,,0.259,0.118,0.1668772,2,0.450882588,0.392730651,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Swauger Creek,California ,North American Deserts,Lat Long,38.35168,38.35168,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E-06,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2285,,0.398,,,,,,0,,,,,,19.21,4.12,,,5.04,,,0.165,0.071,0.100409163,2,,,,,,,,,,,,,0.5425,0.3535,0.499924494,2,1.190242612,0.609760074,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Swauger Creek,California ,North American Deserts,Lat Long,38.35168,38.35168,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2285,,0.398,,,,,,0,,,,,,19.21,4.12,,,5.04,,,0.165,0.071,0.100409163,2,,,,,,,,,,,,,0.707,0.518,0.732562625,2,1.455085192,0.721970815,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Swauger Creek,California ,North American Deserts,Lat Long,38.35168,38.35168,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,41,2,1.00E-02,NaNO3,6.25E-04,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2285,,0.398,,,,,,0,,,,,,19.21,4.12,,,5.04,,,0.165,0.071,0.100409163,2,,,,,,,,,,,,,1.18,0.9425,1.332896283,2,1.967324244,0.823128415,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Cottonwood,California ,North American Deserts,Lat Long,38.45082,38.45082,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E+00,NaNO3,6.25E-02,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2007,,0.14,,,,,,63,,,,,,9.03,6.42,,,3.23,,,3.79,2.0505,2.89984491,2,,,,,,,,,,,,,7.92,1.088,1.538664356,2,0.737025187,0.311583948,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Cottonwood,California ,North American Deserts,Lat Long,38.45082,38.45082,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-02,NaNO3,6.25E-04,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2007,,0.14,,,,,,63,,,,,,9.03,6.42,,,3.23,,,3.79,2.0505,2.89984491,2,,,,,,,,,,,,,5.52,1.9695,2.785293611,2,0.376011841,0.420013991,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Cottonwood,California ,North American Deserts,Lat Long,38.45082,38.45082,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-06,NaNO3,6.25E-08,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2007,,0.14,,,,,,63,,,,,,9.03,6.42,,,3.23,,,3.79,2.0505,2.89984491,2,,,,,,,,,,,,,4.49,2.1815,3.085106886,2,0.169486683,0.528769877,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Cardinale 2009,Yes,Web of Science 1st Searches,Cottonwood,California ,North American Deserts,Lat Long,38.45082,38.45082,38,-119,PVC Columns,Agar,Agar,Vial,PVC,Parallel,2,42,2,1.00E-04,NaNO3,6.25E-06,KH2PO4,Block,2006,Summer,August,NA,,,,,C,Csb,2007,,0.14,,,,,,63,,,,,,9.03,6.42,,,3.23,,,3.79,2.0505,2.89984491,2,,,,,,,,,,,,,4.55,2.9455,4.165566048,2,0.182761214,0.711790789,No,No,"Site, concentration",Yes,No,Experiment designed to test productivity-diversity,"Canopy, velocity averaged from 2 values; 1 control applied to all NP",Supplemental Materials
Carey 2007,Yes,Web of Science 1st Searches,Site 8  Carey,Georgia,Eastern Temperate Forests,Map but Sites not Labeled; used avg Lat/Long in range,,,30.5,-82.5,Scintillation Vials   ,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,15,,0.006,KNO3,0.0007,Na2HPO4,Random,2004,Spring,May,5,Large,334.3,,,C,Cfa,,,,,,,Agriculture,,,Closed,23.2,6.95,,0.62,148,27,,,9,,428,0.34,0.028460499,0.09,10,0.32,0.018973666,0.06,10,-0.060624622,0.010522545,0.44,0.028460499,0.09,10,0.257829109,0.011190805,0.36,0.018973666,0.06,10,0.057158414,0.009784698,No,Yes,Agriculture gradient; light,Yes,No,Effects of agricultural disturbance gradient on blackwater streams,Physico-chemical values are averages; DIN:SRP ratio is from start of experiment; April-June; converted sd to SE,
Carey 2007,Yes,Web of Science 1st Searches,Site 9  Carey,Georgia,Eastern Temperate Forests,Map but Sites not Labeled; used avg Lat/Long in range,,,30.5,-82.5,Scintillation Vials   ,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,15,,0.006,KNO3,0.0007,Na2HPO4,Random,2004,Spring,May,5,Large,15.7,,,C,Cfa,,,,,,,Agriculture,,,Closed,22.35,6.8,,1.75,371,167,,,27,,131,0.48,0.056920998,0.18,10,0.42,0.044271887,0.14,10,-0.133531393,0.025173611,0.53,0.063245553,0.2,10,0.099090903,0.028302443,0.4,0.028460499,0.09,10,-0.182321557,0.019125,No,Yes,Agriculture gradient; light,Yes,No,Effects of agricultural disturbance gradient on blackwater streams,Physico-chemical values are averages; DIN:SRP ratio is from start of experiment; April-June; converted sd to SE,
Carey 2007,Yes,Web of Science 1st Searches,Site 3 Carey,Georgia,Eastern Temperate Forests,Map but Sites not Labeled; used avg Lat/Long in range,,,30.5,-82.5,Scintillation Vials   ,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,15,,0.006,KNO3,0.0007,Na2HPO4,Random,2004,Spring,May,5,Large,172.79,,,C,Cfa,,,,,,,Forest,,,Closed,18.8,4.5,,4.5,289.5,57,,,15,,60,1.64,0.154951605,0.49,10,1.85,0.142302495,0.45,10,0.120489397,0.014843706,2.16,0.474341649,1.5,10,0.27541198,0.057152287,1.69,0.113841996,0.36,10,0.030032287,0.013464634,No,Yes,Agriculture gradient; light,Yes,No,Effects of agricultural disturbance gradient on blackwater streams,Physico-chemical values are averages; DIN:SRP ratio is from start of experiment; April-June; converted sd to SE,
Carey 2007,Yes,Web of Science 1st Searches,Site 7  Carey,Georgia,Eastern Temperate Forests,Map but Sites not Labeled; used avg Lat/Long in range,,,30.5,-82.5,Scintillation Vials   ,Filter,Filter,Periphytometer,Periphytometer,Perpendicular,10,15,,0.006,KNO3,0.0007,Na2HPO4,Random,2004,Spring,May,2,Small,290.45,,,C,Cfa,,,,,,,Forest,,,Closed,20.35,5.38,,0.48,576,29,,,54,,89,4.75,0.458530261,1.45,10,3.88,0.588183645,1.86,10,-0.202309464,0.032299216,4.57,0.588183645,1.86,10,-0.038631413,0.025883638,3.87,0.186574382,0.59,10,-0.204890111,0.011642806,No,Yes,Agriculture gradient; light,Yes,No,Effects of agricultural disturbance gradient on blackwater streams,Physico-chemical values are averages; DIN:SRP ratio is from start of experiment; April-June; converted sd to SE,
